id,testset_segid,global_segid,source,reference,system,translation,mqm_avg_score,score_textdavinci003_EA,score_ChatGPT_EA
169,25,541,"Banging drums and holding pictures of Thunberg, protesters walked through the city center with placards reading: ""For the Greta good,"" ""Don't be a fossil fool,"" and ""You will die of old age, we will die of climate change.""","Die Demonstranten, die auf Trommeln schlugen und Bilder von Thunberg hochhielten, liefen durch die Innenstadt mit Schildern, auf denen stand: „For the Greta good“, „Don't be a fossil fool“ und „You will die of old age, we will die of climate change“.",Tohoku-AIP-NTT.890,"Mit Trommeln und Bildern von Thunberg gingen die Demonstranten durch das Stadtzentrum mit Plakaten mit der Aufschrift: ""Für die Greta gut"", ""Sei kein fossiler Narr"" und ""Du wirst an Altersschwäche sterben, wir werden am Klimawandel sterben.""",-3.033333,-15,-3
170,25,541,"Banging drums and holding pictures of Thunberg, protesters walked through the city center with placards reading: ""For the Greta good,"" ""Don't be a fossil fool,"" and ""You will die of old age, we will die of climate change.""","Die Demonstranten, die auf Trommeln schlugen und Bilder von Thunberg hochhielten, liefen durch die Innenstadt mit Schildern, auf denen stand: „For the Greta good“, „Don't be a fossil fool“ und „You will die of old age, we will die of climate change“.",OPPO.1535,"Mit Trommeln und Bildern von Thunberg gingen die Demonstranten durch die Innenstadt mit Plakaten mit der Aufschrift: „Zum Wohle der Greta“, „Seien Sie kein fossiler Narr“ und „Sie werden an Alter sterben, wir werden an Klimawandel sterben“.",-1.0,-15,-5
171,25,541,"Banging drums and holding pictures of Thunberg, protesters walked through the city center with placards reading: ""For the Greta good,"" ""Don't be a fossil fool,"" and ""You will die of old age, we will die of climate change.""","Die Demonstranten, die auf Trommeln schlugen und Bilder von Thunberg hochhielten, liefen durch die Innenstadt mit Schildern, auf denen stand: „For the Greta good“, „Don't be a fossil fool“ und „You will die of old age, we will die of climate change“.",eTranslation.737,"Mit Trommelschlägen und Bildern von Thunberg zogen die Demonstranten durch die Innenstadt mit Plakaten mit der Aufschrift: „Für die Greta gut“, „Sei kein fossiler Narr“ und „Du wirst im Alter sterben, wir werden an den Folgen des Klimawandels sterben.“",-3.666667,-13,0
172,25,541,"Banging drums and holding pictures of Thunberg, protesters walked through the city center with placards reading: ""For the Greta good,"" ""Don't be a fossil fool,"" and ""You will die of old age, we will die of climate change.""","Die Demonstranten, die auf Trommeln schlugen und Bilder von Thunberg hochhielten, liefen durch die Innenstadt mit Schildern, auf denen stand: „For the Greta good“, „Don't be a fossil fool“ und „You will die of old age, we will die of climate change“.",Tencent_Translation.1520,"Mit Trommeln und Bildern von Thunberg gingen Demonstranten durch die Innenstadt mit Plakaten mit der Aufschrift: „Für die gute Greta“, „Sei kein fossiler Narr“ und „Du wirst im Alter sterben, wir werden am Klimawandel sterben.“",-3.0,-13,-3
173,25,541,"Banging drums and holding pictures of Thunberg, protesters walked through the city center with placards reading: ""For the Greta good,"" ""Don't be a fossil fool,"" and ""You will die of old age, we will die of climate change.""","Die Demonstranten, die auf Trommeln schlugen und Bilder von Thunberg hochhielten, liefen durch die Innenstadt mit Schildern, auf denen stand: „For the Greta good“, „Don't be a fossil fool“ und „You will die of old age, we will die of climate change“.",Huoshan_Translate.832,"Die Demonstranten schlugen Trommeln und hielten Bilder von Thunberg und gingen durch das Stadtzentrum mit Plakaten mit der Aufschrift: „Für die Greta gut“, „Sei kein fossiler Narr“ und „Du wirst an Alter sterben, wir werden am Klimawandel sterben“.",-3.0,-15,-3
174,25,541,"Banging drums and holding pictures of Thunberg, protesters walked through the city center with placards reading: ""For the Greta good,"" ""Don't be a fossil fool,"" and ""You will die of old age, we will die of climate change.""","Die Demonstranten, die auf Trommeln schlugen und Bilder von Thunberg hochhielten, liefen durch die Innenstadt mit Schildern, auf denen stand: „For the Greta good“, „Don't be a fossil fool“ und „You will die of old age, we will die of climate change“.",Online-B.1590,"Die Demonstranten schlugen Trommeln und hielten Bilder von Thunberg. Sie gingen mit Plakaten durch die Innenstadt und lasen: ""Zum Wohle der Greta"", ""Sei kein fossiler Narr"" und ""Du wirst an Alter sterben, wir werden an Klimawandel sterben."" . """,-2.733333,-15,-1
175,25,541,"Banging drums and holding pictures of Thunberg, protesters walked through the city center with placards reading: ""For the Greta good,"" ""Don't be a fossil fool,"" and ""You will die of old age, we will die of climate change.""","Die Demonstranten, die auf Trommeln schlugen und Bilder von Thunberg hochhielten, liefen durch die Innenstadt mit Schildern, auf denen stand: „For the Greta good“, „Don't be a fossil fool“ und „You will die of old age, we will die of climate change“.",Online-A.1574,"Mit Trommeln und Bildern von Thunberg zogen Demonstranten mit Plakaten durch die Innenstadt: ""Für die Greta gut"", ""Sei kein fossiler Narr"" und ""Du wirst im Alter sterben, wir werden am Klimawandel sterben.""",-2.733333,-15,-3
176,26,701,"She said the duchess pushed them to plough ahead with their new ideas and spoke about how they have to keep pushing and going forward, knowing they are doing it for others who will follow.","Sie sagte, die Herzogin habe sie dazu gedrängt, ihre neuen Ideen zu verwirklichen, und sprach darüber, wie sie als Frauen ständig nach vorne streben müssen, im Bewusstsein, dass sie es für andere tun, die folgen werden.",Tohoku-AIP-NTT.890,"Sie sagte, dass die Herzogin sie dazu drängte, mit ihren neuen Ideen voran zu pflügen und darüber sprach, wie sie weiter drängen und vorwärts gehen müssen, wissend, dass sie es für andere tun, die folgen werden.",-3.333333,-13,0
177,26,701,"She said the duchess pushed them to plough ahead with their new ideas and spoke about how they have to keep pushing and going forward, knowing they are doing it for others who will follow.","Sie sagte, die Herzogin habe sie dazu gedrängt, ihre neuen Ideen zu verwirklichen, und sprach darüber, wie sie als Frauen ständig nach vorne streben müssen, im Bewusstsein, dass sie es für andere tun, die folgen werden.",OPPO.1535,"Sie sagte, die Herzogin habe sie dazu gedrängt, ihre neuen Ideen voranzutreiben und sprach darüber, wie sie weiter vorantreiben und vorwärts gehen müssen, wissend, dass sie es für andere tun, die folgen werden.",-3.0,-14,-2
178,26,701,"She said the duchess pushed them to plough ahead with their new ideas and spoke about how they have to keep pushing and going forward, knowing they are doing it for others who will follow.","Sie sagte, die Herzogin habe sie dazu gedrängt, ihre neuen Ideen zu verwirklichen, und sprach darüber, wie sie als Frauen ständig nach vorne streben müssen, im Bewusstsein, dass sie es für andere tun, die folgen werden.",eTranslation.737,"Sie sagte, dass die Herzogin sie drängte, mit ihren neuen Ideen voran zu pflügen, und sprach darüber, wie sie weiter drängen und vorwärts gehen müssen, wissend, dass sie es für andere tun, die folgen werden.",-3.666667,-14,-2
179,26,701,"She said the duchess pushed them to plough ahead with their new ideas and spoke about how they have to keep pushing and going forward, knowing they are doing it for others who will follow.","Sie sagte, die Herzogin habe sie dazu gedrängt, ihre neuen Ideen zu verwirklichen, und sprach darüber, wie sie als Frauen ständig nach vorne streben müssen, im Bewusstsein, dass sie es für andere tun, die folgen werden.",Tencent_Translation.1520,"Sie sagte, die Herzogin drängte sie, ihre neuen Ideen voranzutreiben und sprach darüber, wie sie weiter vorantreiben und vorankommen müssen, wohl wissend, dass sie es für andere tun, die folgen werden.",-1.333333,-13,-2
180,26,701,"She said the duchess pushed them to plough ahead with their new ideas and spoke about how they have to keep pushing and going forward, knowing they are doing it for others who will follow.","Sie sagte, die Herzogin habe sie dazu gedrängt, ihre neuen Ideen zu verwirklichen, und sprach darüber, wie sie als Frauen ständig nach vorne streben müssen, im Bewusstsein, dass sie es für andere tun, die folgen werden.",Huoshan_Translate.832,"Sie sagte, die Herzogin habe sie dazu gedrängt, ihre neuen Ideen voranzutreiben und darüber zu sprechen, wie sie weiter voranschreiten und voranschreiten müssen, da sie wussten, dass sie es für andere tun, die folgen werden.",-3.333333,-15,-13
181,26,701,"She said the duchess pushed them to plough ahead with their new ideas and spoke about how they have to keep pushing and going forward, knowing they are doing it for others who will follow.","Sie sagte, die Herzogin habe sie dazu gedrängt, ihre neuen Ideen zu verwirklichen, und sprach darüber, wie sie als Frauen ständig nach vorne streben müssen, im Bewusstsein, dass sie es für andere tun, die folgen werden.",Online-B.1590,"Sie sagte, die Herzogin habe sie dazu gedrängt, ihre neuen Ideen voranzutreiben, und sie habe darüber gesprochen, wie sie weiter vorantreiben und vorwärts gehen müssen, wissend, dass sie es für andere tun, die folgen werden.",-2.0,-15,-3
182,26,701,"She said the duchess pushed them to plough ahead with their new ideas and spoke about how they have to keep pushing and going forward, knowing they are doing it for others who will follow.","Sie sagte, die Herzogin habe sie dazu gedrängt, ihre neuen Ideen zu verwirklichen, und sprach darüber, wie sie als Frauen ständig nach vorne streben müssen, im Bewusstsein, dass sie es für andere tun, die folgen werden.",Online-A.1574,"Sie sagte, die Herzogin drängte sie, ihre neuen Ideen voranzutreiben und sprach darüber, wie sie weiter drängen und vorwärts gehen müssen, wohl wissend, dass sie es für andere tun, die folgen werden.",-3.333333,-14,-3
183,27,980,"However the Liberal Democrats believe a temporary government led by Mr Corbyn cannot achieve the necessary support across the House, as he would need the backing of ex-Tory MPs and defectors from his own party.","Allerdings glauben die Liberaldemokraten, dass eine vorübergehende Regierung mit Corbyn an der Spitze nicht die notwendige Unterstützung im Haus erlangen würde, da er die Unterstützung der ehemaligen Tory-Abgeordneten und der Überläufer aus seiner Partei benötigen würden.",Tohoku-AIP-NTT.890,"Die Liberaldemokraten glauben jedoch, dass eine Übergangsregierung unter der Führung von Corbyn nicht die notwendige Unterstützung im ganzen Haus erreichen kann, da er die Unterstützung von Ex-Tory-Abgeordneten und Überläufern aus seiner eigenen Partei benötigen würde.",-0.333333,-14,-3
184,27,980,"However the Liberal Democrats believe a temporary government led by Mr Corbyn cannot achieve the necessary support across the House, as he would need the backing of ex-Tory MPs and defectors from his own party.","Allerdings glauben die Liberaldemokraten, dass eine vorübergehende Regierung mit Corbyn an der Spitze nicht die notwendige Unterstützung im Haus erlangen würde, da er die Unterstützung der ehemaligen Tory-Abgeordneten und der Überläufer aus seiner Partei benötigen würden.",OPPO.1535,"Die Liberaldemokraten glauben jedoch, dass eine Übergangsregierung unter der Führung von Herrn Corbyn nicht die notwendige Unterstützung im gesamten Haus erreichen kann, da er die Unterstützung ehemaliger Tory-Abgeordneter und Überläufer aus seiner eigenen Partei bräuchte.",-1.333333,-14,-2
185,27,980,"However the Liberal Democrats believe a temporary government led by Mr Corbyn cannot achieve the necessary support across the House, as he would need the backing of ex-Tory MPs and defectors from his own party.","Allerdings glauben die Liberaldemokraten, dass eine vorübergehende Regierung mit Corbyn an der Spitze nicht die notwendige Unterstützung im Haus erlangen würde, da er die Unterstützung der ehemaligen Tory-Abgeordneten und der Überläufer aus seiner Partei benötigen würden.",eTranslation.737,"Die Liberaldemokraten glauben jedoch, dass eine Übergangsregierung unter der Führung von Herrn Corbyn nicht die erforderliche Unterstützung im gesamten Haus erreichen kann, da er die Unterstützung von ehemaligen Tory-Abgeordneten und Überläufern aus seiner eigenen Partei benötigen würde.",-1.0,-15,-2
186,27,980,"However the Liberal Democrats believe a temporary government led by Mr Corbyn cannot achieve the necessary support across the House, as he would need the backing of ex-Tory MPs and defectors from his own party.","Allerdings glauben die Liberaldemokraten, dass eine vorübergehende Regierung mit Corbyn an der Spitze nicht die notwendige Unterstützung im Haus erlangen würde, da er die Unterstützung der ehemaligen Tory-Abgeordneten und der Überläufer aus seiner Partei benötigen würden.",Tencent_Translation.1520,"Die Liberaldemokraten glauben jedoch, dass eine vorübergehende Regierung unter der Führung von Herrn Corbyn nicht die notwendige Unterstützung im ganzen Haus erreichen kann, da er die Unterstützung von ehemaligen Tory-Abgeordneten und Überläufern aus seiner eigenen Partei benötigen würde.",-1.333333,-15,-2
187,27,980,"However the Liberal Democrats believe a temporary government led by Mr Corbyn cannot achieve the necessary support across the House, as he would need the backing of ex-Tory MPs and defectors from his own party.","Allerdings glauben die Liberaldemokraten, dass eine vorübergehende Regierung mit Corbyn an der Spitze nicht die notwendige Unterstützung im Haus erlangen würde, da er die Unterstützung der ehemaligen Tory-Abgeordneten und der Überläufer aus seiner Partei benötigen würden.",Huoshan_Translate.832,"Die Liberaldemokraten glauben jedoch, dass eine vorübergehende Regierung unter der Führung von Herrn Corbyn nicht die notwendige Unterstützung im gesamten Haus erreichen kann, da er die Unterstützung ehemaliger Tory-Abgeordneter und Überläufer seiner eigenen Partei benötigen würde.",-1.333333,-15,-2
188,27,980,"However the Liberal Democrats believe a temporary government led by Mr Corbyn cannot achieve the necessary support across the House, as he would need the backing of ex-Tory MPs and defectors from his own party.","Allerdings glauben die Liberaldemokraten, dass eine vorübergehende Regierung mit Corbyn an der Spitze nicht die notwendige Unterstützung im Haus erlangen würde, da er die Unterstützung der ehemaligen Tory-Abgeordneten und der Überläufer aus seiner Partei benötigen würden.",Online-B.1590,"Die Liberaldemokraten glauben jedoch, dass eine von Herrn Corbyn geführte provisorische Regierung nicht die notwendige Unterstützung im ganzen Haus erreichen kann, da er die Unterstützung von Ex-Tory-Abgeordneten und Überläufern seiner eigenen Partei benötigen würde.",-1.333333,-14,-2
189,27,980,"However the Liberal Democrats believe a temporary government led by Mr Corbyn cannot achieve the necessary support across the House, as he would need the backing of ex-Tory MPs and defectors from his own party.","Allerdings glauben die Liberaldemokraten, dass eine vorübergehende Regierung mit Corbyn an der Spitze nicht die notwendige Unterstützung im Haus erlangen würde, da er die Unterstützung der ehemaligen Tory-Abgeordneten und der Überläufer aus seiner Partei benötigen würden.",Online-A.1574,"Die Liberaldemokraten sind jedoch der Ansicht, dass eine Übergangsregierung unter Der Führung von Herrn Corbyn nicht die notwendige Unterstützung im gesamten Parlament erreichen kann, da er die Unterstützung von ehemaligen Tory-Abgeordneten und Überläufern aus seiner eigenen Partei benötigen würde.",-1.033333,-15,-3
190,28,1052,"This grieving father said he has no idea who would want to hurt his son, and he said he still didn't know who was in the car with him when he was shot.","Der trauernde Vater sagte, dass er keine Ahnung habe, wer seinem Sohn etwas antun wollen würde, und sagte, dass er immer noch nicht wisse, wer sich mit ihm im Auto befand, als er erschossen wurde.",Tohoku-AIP-NTT.890,"Dieser trauernde Vater sagte, er habe keine Ahnung, wer seinen Sohn verletzen wolle, und er sagte, er wisse immer noch nicht, wer mit ihm im Auto saß, als er erschossen wurde.",-1.333333,-14,-3
191,28,1052,"This grieving father said he has no idea who would want to hurt his son, and he said he still didn't know who was in the car with him when he was shot.","Der trauernde Vater sagte, dass er keine Ahnung habe, wer seinem Sohn etwas antun wollen würde, und sagte, dass er immer noch nicht wisse, wer sich mit ihm im Auto befand, als er erschossen wurde.",OPPO.1535,"Dieser trauernde Vater sagte, er habe keine Ahnung, wer seinen Sohn verletzen wolle, und er sagte, er wisse immer noch nicht, wer mit ihm im Auto saß, als er erschossen wurde.",-1.333333,-14,0
192,28,1052,"This grieving father said he has no idea who would want to hurt his son, and he said he still didn't know who was in the car with him when he was shot.","Der trauernde Vater sagte, dass er keine Ahnung habe, wer seinem Sohn etwas antun wollen würde, und sagte, dass er immer noch nicht wisse, wer sich mit ihm im Auto befand, als er erschossen wurde.",eTranslation.737,"Dieser trauernde Vater sagte, er habe keine Ahnung, wer seinen Sohn verletzen wolle, und er sagte, er wisse immer noch nicht, wer mit ihm im Auto war, als er erschossen wurde.",-1.0,-14,0
193,28,1052,"This grieving father said he has no idea who would want to hurt his son, and he said he still didn't know who was in the car with him when he was shot.","Der trauernde Vater sagte, dass er keine Ahnung habe, wer seinem Sohn etwas antun wollen würde, und sagte, dass er immer noch nicht wisse, wer sich mit ihm im Auto befand, als er erschossen wurde.",Tencent_Translation.1520,"Dieser trauernde Vater sagte, er habe keine Ahnung, wer seinen Sohn verletzen möchte, und er sagte, er wisse immer noch nicht, wer mit ihm im Auto war, als er erschossen wurde.",-1.666667,-13,0
194,28,1052,"This grieving father said he has no idea who would want to hurt his son, and he said he still didn't know who was in the car with him when he was shot.","Der trauernde Vater sagte, dass er keine Ahnung habe, wer seinem Sohn etwas antun wollen würde, und sagte, dass er immer noch nicht wisse, wer sich mit ihm im Auto befand, als er erschossen wurde.",Huoshan_Translate.832,"Dieser trauernde Vater sagte, er habe keine Ahnung, wer seinen Sohn verletzen wollte, und er sagte, er wisse immer noch nicht, wer mit ihm im Auto war, als er erschossen wurde.",-0.333333,-13,0
195,28,1052,"This grieving father said he has no idea who would want to hurt his son, and he said he still didn't know who was in the car with him when he was shot.","Der trauernde Vater sagte, dass er keine Ahnung habe, wer seinem Sohn etwas antun wollen würde, und sagte, dass er immer noch nicht wisse, wer sich mit ihm im Auto befand, als er erschossen wurde.",Online-B.1590,"Dieser trauernde Vater sagte, er habe keine Ahnung, wer seinen Sohn verletzen möchte, und er sagte, er wisse immer noch nicht, wer mit ihm im Auto war, als er erschossen wurde.",-2.666667,-13,-2
196,28,1052,"This grieving father said he has no idea who would want to hurt his son, and he said he still didn't know who was in the car with him when he was shot.","Der trauernde Vater sagte, dass er keine Ahnung habe, wer seinem Sohn etwas antun wollen würde, und sagte, dass er immer noch nicht wisse, wer sich mit ihm im Auto befand, als er erschossen wurde.",Online-A.1574,"Dieser trauernde Vater sagte, er habe keine Ahnung, wer seinen Sohn verletzen wolle, und er sagte, er wisse immer noch nicht, wer mit ihm im Auto war, als er erschossen wurde.",-1.0,-15,-2
197,29,1249,"Glyphosate is used on more than 100 food crops, according to the EPA. Scientists at an environmental advocacy group with links to the organic food industry say several popular breakfast cereals contain doses of the chemical that are higher than they consider safe for children.","Nach Angaben der EPA wird Glyphosat in mehr als 100 Lebensmittelkulturen eingesetzt. Wissenschaftler einer Umweltschutzgruppe mit Verbindungen zur Bio-Lebensmittelindustrie sagen, dass eine Reihe beliebter Frühstücksflocken höhere Dosen der Chemikalie enthalten, als sie für Kinder als unbedenklich erachten.",Tohoku-AIP-NTT.890,"Glyphosat wird laut EPA auf mehr als 100 Nahrungsmittelpflanzen verwendet. Wissenschaftler einer Umweltschutzgruppe mit Verbindungen zur Bio-Lebensmittelindustrie sagen, dass mehrere beliebte Frühstückscerealien Dosen der Chemikalie enthalten, die höher sind, als sie für Kinder als sicher erachten.",-1.0,-15,0
198,29,1249,"Glyphosate is used on more than 100 food crops, according to the EPA. Scientists at an environmental advocacy group with links to the organic food industry say several popular breakfast cereals contain doses of the chemical that are higher than they consider safe for children.","Nach Angaben der EPA wird Glyphosat in mehr als 100 Lebensmittelkulturen eingesetzt. Wissenschaftler einer Umweltschutzgruppe mit Verbindungen zur Bio-Lebensmittelindustrie sagen, dass eine Reihe beliebter Frühstücksflocken höhere Dosen der Chemikalie enthalten, als sie für Kinder als unbedenklich erachten.",OPPO.1535,"Glyphosat wird laut EPA auf mehr als 100 Nahrungspflanzen verwendet. Wissenschaftler einer Umweltschutzgruppe mit Verbindungen zur Bio-Lebensmittelindustrie sagen, dass mehrere beliebte Frühstücksflocken Dosen der Chemikalie enthalten, die höher sind, als sie für Kinder als sicher erachten.",-1.333333,-15,0
199,29,1249,"Glyphosate is used on more than 100 food crops, according to the EPA. Scientists at an environmental advocacy group with links to the organic food industry say several popular breakfast cereals contain doses of the chemical that are higher than they consider safe for children.","Nach Angaben der EPA wird Glyphosat in mehr als 100 Lebensmittelkulturen eingesetzt. Wissenschaftler einer Umweltschutzgruppe mit Verbindungen zur Bio-Lebensmittelindustrie sagen, dass eine Reihe beliebter Frühstücksflocken höhere Dosen der Chemikalie enthalten, als sie für Kinder als unbedenklich erachten.",eTranslation.737,"Glyphosat wird laut EPA auf mehr als 100 Nahrungsmittelpflanzen verwendet. Wissenschaftler einer Umweltorganisation mit Verbindungen zur Bio-Lebensmittelindustrie sagen, dass mehrere beliebte Frühstückszerealien Dosen der Chemikalie enthalten, die höher sind, als sie für Kinder als sicher erachten.",-1.0,-15,-2
200,29,1249,"Glyphosate is used on more than 100 food crops, according to the EPA. Scientists at an environmental advocacy group with links to the organic food industry say several popular breakfast cereals contain doses of the chemical that are higher than they consider safe for children.","Nach Angaben der EPA wird Glyphosat in mehr als 100 Lebensmittelkulturen eingesetzt. Wissenschaftler einer Umweltschutzgruppe mit Verbindungen zur Bio-Lebensmittelindustrie sagen, dass eine Reihe beliebter Frühstücksflocken höhere Dosen der Chemikalie enthalten, als sie für Kinder als unbedenklich erachten.",Tencent_Translation.1520,"Glyphosat wird laut EPA auf mehr als 100 Nahrungsmittelpflanzen verwendet. Wissenschaftler einer Umweltschutzgruppe mit Verbindungen zur Bio-Lebensmittelindustrie sagen, dass mehrere beliebte Frühstückszerealien Dosen der Chemikalie enthalten, die höher sind, als sie für Kinder für sicher halten.",-1.666667,-14,-2
201,29,1249,"Glyphosate is used on more than 100 food crops, according to the EPA. Scientists at an environmental advocacy group with links to the organic food industry say several popular breakfast cereals contain doses of the chemical that are higher than they consider safe for children.","Nach Angaben der EPA wird Glyphosat in mehr als 100 Lebensmittelkulturen eingesetzt. Wissenschaftler einer Umweltschutzgruppe mit Verbindungen zur Bio-Lebensmittelindustrie sagen, dass eine Reihe beliebter Frühstücksflocken höhere Dosen der Chemikalie enthalten, als sie für Kinder als unbedenklich erachten.",Huoshan_Translate.832,"Glyphosat wird laut EPA auf mehr als 100 Nahrungspflanzen verwendet. Wissenschaftler einer Umweltschutzgruppe mit Verbindungen zur Bio-Lebensmittelindustrie sagen, dass mehrere beliebte Frühstückszerealien Dosen der Chemikalie enthalten, die höher sind, als sie für Kinder als sicher betrachten.",-1.333333,-15,-2
202,29,1249,"Glyphosate is used on more than 100 food crops, according to the EPA. Scientists at an environmental advocacy group with links to the organic food industry say several popular breakfast cereals contain doses of the chemical that are higher than they consider safe for children.","Nach Angaben der EPA wird Glyphosat in mehr als 100 Lebensmittelkulturen eingesetzt. Wissenschaftler einer Umweltschutzgruppe mit Verbindungen zur Bio-Lebensmittelindustrie sagen, dass eine Reihe beliebter Frühstücksflocken höhere Dosen der Chemikalie enthalten, als sie für Kinder als unbedenklich erachten.",Online-B.1590,"Glyphosat wird laut EPA in mehr als 100 Nahrungspflanzen verwendet. Wissenschaftler einer Umweltvertretung mit Verbindungen zur Bio-Lebensmittelindustrie sagen, dass mehrere beliebte Frühstückszerealien Dosen der Chemikalie enthalten, die höher sind, als sie für sicher für Kinder halten.",-4.0,-19,-4
203,29,1249,"Glyphosate is used on more than 100 food crops, according to the EPA. Scientists at an environmental advocacy group with links to the organic food industry say several popular breakfast cereals contain doses of the chemical that are higher than they consider safe for children.","Nach Angaben der EPA wird Glyphosat in mehr als 100 Lebensmittelkulturen eingesetzt. Wissenschaftler einer Umweltschutzgruppe mit Verbindungen zur Bio-Lebensmittelindustrie sagen, dass eine Reihe beliebter Frühstücksflocken höhere Dosen der Chemikalie enthalten, als sie für Kinder als unbedenklich erachten.",Online-A.1574,"Glyphosat wird laut EPA auf mehr als 100 Nahrungspflanzen eingesetzt. Wissenschaftler einer Umweltgruppe mit Verbindungen zur Bio-Lebensmittelindustrie sagen, dass mehrere beliebte Frühstückscerealien Dosen der Chemikalie enthalten, die höher sind, als sie für Kinder als sicher erachten.",-1.333333,-14,-3
204,30,1328,Esper said the deployment was a first step toward addressing Iran's increasingly violent acts in the region -- including this month's drone attack on Saudi Arabian oil facilities -- and he called on other nations to step up and condemn the attacks.,"Esper bezeichnete die Stationierung als eine erste Reaktion auf die zunehmenden Gewalthandlungen des Iran in der Region - einschließlich des Drohnenangriffs auf saudi-arabische Öleinrichtungen in diesem Monat - und forderte andere Nationen auf, die Angriffe ebenfalls zu verurteilen.",Tohoku-AIP-NTT.890,"Esper sagte, der Einsatz sei ein erster Schritt, um die zunehmend gewalttätigen Handlungen des Iran in der Region anzugehen - einschließlich des Drohnenangriffs auf saudi-arabische Ölanlagen in diesem Monat - und er rief andere Nationen auf, sich zu verstärken und die Angriffe zu verurteilen.",-1.533333,-15,-2
205,30,1328,Esper said the deployment was a first step toward addressing Iran's increasingly violent acts in the region -- including this month's drone attack on Saudi Arabian oil facilities -- and he called on other nations to step up and condemn the attacks.,"Esper bezeichnete die Stationierung als eine erste Reaktion auf die zunehmenden Gewalthandlungen des Iran in der Region - einschließlich des Drohnenangriffs auf saudi-arabische Öleinrichtungen in diesem Monat - und forderte andere Nationen auf, die Angriffe ebenfalls zu verurteilen.",OPPO.1535,"Esper sagte, der Einsatz sei ein erster Schritt zur Bewältigung der zunehmend gewalttätigen Handlungen des Iran in der Region - einschließlich des Drohnenangriffs auf saudi-arabische Ölanlagen in diesem Monat - und er rief andere Nationen dazu auf, die Angriffe zu verstärken und zu verurteilen.",-1.2,-14,-14
206,30,1328,Esper said the deployment was a first step toward addressing Iran's increasingly violent acts in the region -- including this month's drone attack on Saudi Arabian oil facilities -- and he called on other nations to step up and condemn the attacks.,"Esper bezeichnete die Stationierung als eine erste Reaktion auf die zunehmenden Gewalthandlungen des Iran in der Region - einschließlich des Drohnenangriffs auf saudi-arabische Öleinrichtungen in diesem Monat - und forderte andere Nationen auf, die Angriffe ebenfalls zu verurteilen.",eTranslation.737,"Esper sagte, der Einsatz sei ein erster Schritt zur Bekämpfung der zunehmend gewalttätigen Handlungen des Iran in der Region – einschließlich des Drohnenangriffs auf saudi-arabische Ölanlagen in diesem Monat – und er rief andere Nationen dazu auf, die Angriffe zu verstärken und zu verurteilen.",-2.4,-15,-10
207,30,1328,Esper said the deployment was a first step toward addressing Iran's increasingly violent acts in the region -- including this month's drone attack on Saudi Arabian oil facilities -- and he called on other nations to step up and condemn the attacks.,"Esper bezeichnete die Stationierung als eine erste Reaktion auf die zunehmenden Gewalthandlungen des Iran in der Region - einschließlich des Drohnenangriffs auf saudi-arabische Öleinrichtungen in diesem Monat - und forderte andere Nationen auf, die Angriffe ebenfalls zu verurteilen.",Tencent_Translation.1520,"Esper sagte, der Einsatz sei ein erster Schritt zur Bewältigung der zunehmend gewalttätigen Handlungen des Iran in der Region - einschließlich des Drohnenangriffs in diesem Monat auf saudi-arabische Ölanlagen - und er forderte andere Nationen auf, die Angriffe zu verstärken und zu verurteilen.",-1.2,-15,-12
208,30,1328,Esper said the deployment was a first step toward addressing Iran's increasingly violent acts in the region -- including this month's drone attack on Saudi Arabian oil facilities -- and he called on other nations to step up and condemn the attacks.,"Esper bezeichnete die Stationierung als eine erste Reaktion auf die zunehmenden Gewalthandlungen des Iran in der Region - einschließlich des Drohnenangriffs auf saudi-arabische Öleinrichtungen in diesem Monat - und forderte andere Nationen auf, die Angriffe ebenfalls zu verurteilen.",Huoshan_Translate.832,"Esper sagte, der Einsatz sei ein erster Schritt zur Bewältigung der zunehmend gewalttätigen Handlungen des Iran in der Region - einschließlich des Drohnenangriffs auf saudi-arabische Ölanlagen in diesem Monat - und er rief andere Nationen dazu auf, die Angriffe zu verstärken und zu verurteilen.",-1.2,-14,-10
209,30,1328,Esper said the deployment was a first step toward addressing Iran's increasingly violent acts in the region -- including this month's drone attack on Saudi Arabian oil facilities -- and he called on other nations to step up and condemn the attacks.,"Esper bezeichnete die Stationierung als eine erste Reaktion auf die zunehmenden Gewalthandlungen des Iran in der Region - einschließlich des Drohnenangriffs auf saudi-arabische Öleinrichtungen in diesem Monat - und forderte andere Nationen auf, die Angriffe ebenfalls zu verurteilen.",Online-B.1590,"Esper sagte, der Einsatz sei ein erster Schritt zur Bekämpfung der zunehmend gewalttätigen Aktionen des Iran in der Region - einschließlich des Drohnenangriffs auf saudi-arabische Ölfabriken in diesem Monat - und forderte andere Nationen auf, die Angriffe zu verstärken und zu verurteilen.",-3.166667,-15,-14
