id,testset_segid,global_segid,source,reference,system,translation,mqm_avg_score,score_textdavinci003_standard,score_textdavinci003_EA_zeroshot,score_textdavinci003_EA,score_ChatGPT_standard,score_ChatGPT_EA_zeroshot,score_ChatGPT_EA
202,26,1129,近日，英国威尔士的一对夫妇带着两个孩子到法国度假，结果不小心将汽车钥匙掉进了湖里，全家人被迫等了五天才拿到了汽车制造商配制的新钥匙。,"Recently, a couple with two children went to France for a holiday from Wales, but lost their car keys in a lake and they had to wait there for a new key from the automaker, which took 5 days.",WeChat_AI.1525,"Recently, a couple in Wales, England, took their two children to France for a holiday. As a result, they accidentally fell the car key into the lake. The whole family was forced to wait five days to get the new key prepared by the car manufacturer.",-9.0,95,-10,-14,80.0,-17,-19
203,26,1129,近日，英国威尔士的一对夫妇带着两个孩子到法国度假，结果不小心将汽车钥匙掉进了湖里，全家人被迫等了五天才拿到了汽车制造商配制的新钥匙。,"Recently, a couple with two children went to France for a holiday from Wales, but lost their car keys in a lake and they had to wait there for a new key from the automaker, which took 5 days.",Tencent_Translation.1249,"Recently, a couple in Wales, England, took their two children to France for a holiday. As a result, they accidentally dropped their car keys into the lake. The whole family was forced to wait five days to get the new keys made by the car manufacturer.",-8.0,95,-10,-14,85.0,-5,-13
204,26,1129,近日，英国威尔士的一对夫妇带着两个孩子到法国度假，结果不小心将汽车钥匙掉进了湖里，全家人被迫等了五天才拿到了汽车制造商配制的新钥匙。,"Recently, a couple with two children went to France for a holiday from Wales, but lost their car keys in a lake and they had to wait there for a new key from the automaker, which took 5 days.",OPPO.1422,"A couple in Wales, England, took their two children on holiday to France recently and accidentally dropped their car keys in a lake, forcing the family to wait five days for the new keys prepared by the car manufacturer.",-2.666667,95,-2,-15,90.0,-4,-14
205,26,1129,近日，英国威尔士的一对夫妇带着两个孩子到法国度假，结果不小心将汽车钥匙掉进了湖里，全家人被迫等了五天才拿到了汽车制造商配制的新钥匙。,"Recently, a couple with two children went to France for a holiday from Wales, but lost their car keys in a lake and they had to wait there for a new key from the automaker, which took 5 days.",THUNLP.1498,"Recently, a couple from England and Wales took their two children to France for a holiday. As a result, they accidentally dropped their car keys into the lake. The whole family was forced to wait five days to get the new keys made by the car manufacturer.",-11.666667,95,-10,-14,85.0,-6,-14
206,26,1129,近日，英国威尔士的一对夫妇带着两个孩子到法国度假，结果不小心将汽车钥匙掉进了湖里，全家人被迫等了五天才拿到了汽车制造商配制的新钥匙。,"Recently, a couple with two children went to France for a holiday from Wales, but lost their car keys in a lake and they had to wait there for a new key from the automaker, which took 5 days.",DeepMind.381,"Recently, a couple in Wales, England, took their two children to France for a holiday. As a result, they accidentally dropped their car keys into the lake. The family was forced to wait five days to get the new keys made by the car manufacturer.",-8.0,95,-10,-14,95.0,-18,-14
207,26,1129,近日，英国威尔士的一对夫妇带着两个孩子到法国度假，结果不小心将汽车钥匙掉进了湖里，全家人被迫等了五天才拿到了汽车制造商配制的新钥匙。,"Recently, a couple with two children went to France for a holiday from Wales, but lost their car keys in a lake and they had to wait there for a new key from the automaker, which took 5 days.",DiDi_NLP.401,"Recently, a couple in Wales, England, took two children to France for a holiday. As a result, they accidentally dropped the car key into the lake. The whole family was forced to wait five days before they got the new key prepared by the car manufacturer.",-8.0,95,-10,-15,80.0,-12,-14
208,26,1129,近日，英国威尔士的一对夫妇带着两个孩子到法国度假，结果不小心将汽车钥匙掉进了湖里，全家人被迫等了五天才拿到了汽车制造商配制的新钥匙。,"Recently, a couple with two children went to France for a holiday from Wales, but lost their car keys in a lake and they had to wait there for a new key from the automaker, which took 5 days.",Online-B.1605,"Recently, a couple in Wales, England, took two children to France for a holiday, but accidentally dropped the car key into the lake. The whole family was forced to wait five days before getting the new key prepared by the car manufacturer.",-4.0,95,-2,-14,90.0,-8,-15
209,27,1214,阿联酋副总统兼总理、迪拜酋长穆罕默德、迪拜王储哈姆丹、阿联酋国际合作事务国务部长、迪拜世博局主任莉姆·哈希米等出席了发布仪式。,"Mohammed, Vice president and Prime Minister of the United Arab Emirates and Sheikh of Dubai, Hamdan, Crown Prince of Dubai, and Reem Al Hashim, UAE Minister of State for International Cooperation and Director of the Dubai Expo Bureau, attended the release ceremony.",Huoshan_Translate.919,"UAE Vice President and Prime Minister, Dubai Chief Mohammed, Dubai Crown Prince Hamdan, UAE Minister of State for International Cooperation and Director of Dubai World Expo Bureau Lim Hashemi attended the ceremony.",-10.666667,90,-10,-14,85.0,-2,-15
210,27,1214,阿联酋副总统兼总理、迪拜酋长穆罕默德、迪拜王储哈姆丹、阿联酋国际合作事务国务部长、迪拜世博局主任莉姆·哈希米等出席了发布仪式。,"Mohammed, Vice president and Prime Minister of the United Arab Emirates and Sheikh of Dubai, Hamdan, Crown Prince of Dubai, and Reem Al Hashim, UAE Minister of State for International Cooperation and Director of the Dubai Expo Bureau, attended the release ceremony.",WeChat_AI.1525,"UAE Vice President and Prime Minister, Dubai Chief Mohammed, Dubai Crown Prince Hamdan, UAE Minister of State for International Cooperation, Director of Dubai Expo Bureau Lim Hashimi and others attended the launch ceremony.",-9.7,95,-2,-14,90.0,-3,-14
211,27,1214,阿联酋副总统兼总理、迪拜酋长穆罕默德、迪拜王储哈姆丹、阿联酋国际合作事务国务部长、迪拜世博局主任莉姆·哈希米等出席了发布仪式。,"Mohammed, Vice president and Prime Minister of the United Arab Emirates and Sheikh of Dubai, Hamdan, Crown Prince of Dubai, and Reem Al Hashim, UAE Minister of State for International Cooperation and Director of the Dubai Expo Bureau, attended the release ceremony.",Tencent_Translation.1249,"The Vice President and Prime Minister of the United Arab Emirates, Sheikh Mohammed of Dubai, Crown Prince Hamdan of Dubai, Minister of State for International Cooperation of the United Arab Emirates and Director of the Dubai World Expo Bureau, Lim Hashemi, attended the launch ceremony.",-11.0,95,-2,-15,95.0,-2,-10
212,27,1214,阿联酋副总统兼总理、迪拜酋长穆罕默德、迪拜王储哈姆丹、阿联酋国际合作事务国务部长、迪拜世博局主任莉姆·哈希米等出席了发布仪式。,"Mohammed, Vice president and Prime Minister of the United Arab Emirates and Sheikh of Dubai, Hamdan, Crown Prince of Dubai, and Reem Al Hashim, UAE Minister of State for International Cooperation and Director of the Dubai Expo Bureau, attended the release ceremony.",OPPO.1422,"The launch ceremony was attended by the Vice President and Prime Minister of the United Arab Emirates, Sheikh Muhammad of Dubai, Crown Prince Hamdan of Dubai, the Minister of State for International Cooperation of the United Arab Emirates and the Director of the Dubai Expo Bureau, Rym Hashemi.",-12.7,95,-2,-15,85.0,-3,-15
213,27,1214,阿联酋副总统兼总理、迪拜酋长穆罕默德、迪拜王储哈姆丹、阿联酋国际合作事务国务部长、迪拜世博局主任莉姆·哈希米等出席了发布仪式。,"Mohammed, Vice president and Prime Minister of the United Arab Emirates and Sheikh of Dubai, Hamdan, Crown Prince of Dubai, and Reem Al Hashim, UAE Minister of State for International Cooperation and Director of the Dubai Expo Bureau, attended the release ceremony.",THUNLP.1498,"Vice President and Prime Minister of the United Arab Emirates, Sheikh Mohammed of Dubai, Crown Prince Hamdan of Dubai, Minister of State for International Cooperation of the United Arab Emirates and Director of the Dubai World Expo Bureau Lim Hashimi attended the launch ceremony.",-13.0,95,-2,-15,90.0,-3,-13
214,27,1214,阿联酋副总统兼总理、迪拜酋长穆罕默德、迪拜王储哈姆丹、阿联酋国际合作事务国务部长、迪拜世博局主任莉姆·哈希米等出席了发布仪式。,"Mohammed, Vice president and Prime Minister of the United Arab Emirates and Sheikh of Dubai, Hamdan, Crown Prince of Dubai, and Reem Al Hashim, UAE Minister of State for International Cooperation and Director of the Dubai Expo Bureau, attended the release ceremony.",DeepMind.381,"UAE Vice President and Prime Minister, Dubai Chief Mohammed, Dubai Crown Prince Hamdan, UAE Minister of State for International Cooperation and Director of the Dubai World Expo Bureau Lim al-Hashimi attended the launch ceremony.",-11.333333,95,-2,-14,95.0,-1,-14
215,27,1214,阿联酋副总统兼总理、迪拜酋长穆罕默德、迪拜王储哈姆丹、阿联酋国际合作事务国务部长、迪拜世博局主任莉姆·哈希米等出席了发布仪式。,"Mohammed, Vice president and Prime Minister of the United Arab Emirates and Sheikh of Dubai, Hamdan, Crown Prince of Dubai, and Reem Al Hashim, UAE Minister of State for International Cooperation and Director of the Dubai Expo Bureau, attended the release ceremony.",DiDi_NLP.401,"UAE Vice President and Prime Minister, Dubai Chief Mohammed, Dubai Crown Prince Hamdan, UAE Minister of State for International Cooperation, Director of Dubai Expo Bureau Liam Hashimi and others attended the launch ceremony.",-9.1,95,-2,-14,80.0,-3,-14
216,27,1214,阿联酋副总统兼总理、迪拜酋长穆罕默德、迪拜王储哈姆丹、阿联酋国际合作事务国务部长、迪拜世博局主任莉姆·哈希米等出席了发布仪式。,"Mohammed, Vice president and Prime Minister of the United Arab Emirates and Sheikh of Dubai, Hamdan, Crown Prince of Dubai, and Reem Al Hashim, UAE Minister of State for International Cooperation and Director of the Dubai Expo Bureau, attended the release ceremony.",Online-B.1605,"UAE Vice President and Prime Minister, Dubai Chief Mohammed, Dubai Crown Prince Hamdan, UAE Minister of State for International Cooperation, Director of Dubai World Expo Bureau Lim Hashimi and others attended the launch ceremony.",-9.433333,95,-2,-14,90.0,0,-13
217,28,1541,白皮书指出，中国是世界经济增长的主要稳定器和动力源，中国是世界经济增长的最大贡献者，中国科技创新为世界经济增长注入新动能，未来中国经济的稳定器和动力源作用更加凸显。,"The white paper says that China has always worked to stabilize, promote, reinvigorate, and been the greatest contributor to global economic growth through its technological innovation, role which will be ever more prominent in the future.",Huoshan_Translate.919,"The white paper points out that China is the main stabilizer and power source of world economic growth. China is the largest contributor to world economic growth. China's scientific and technological innovation has injected new kinetic energy into world economic growth. In the future, the role of stabilizer and power source of China's economy will become more prominent.",-5.333333,95,-2,-19,95.0,0,-4
218,28,1541,白皮书指出，中国是世界经济增长的主要稳定器和动力源，中国是世界经济增长的最大贡献者，中国科技创新为世界经济增长注入新动能，未来中国经济的稳定器和动力源作用更加凸显。,"The white paper says that China has always worked to stabilize, promote, reinvigorate, and been the greatest contributor to global economic growth through its technological innovation, role which will be ever more prominent in the future.",WeChat_AI.1525,"The white paper points out that China is the main stabilizer and power source of world economic growth, and China is the largest contributor to world economic growth. China's scientific and technological innovation has injected new momentum into world economic growth, and the role of stabilizer and power source of China's economy will become more prominent in the future.",-3.333333,95,-2,-19,95.0,-2,-14
219,28,1541,白皮书指出，中国是世界经济增长的主要稳定器和动力源，中国是世界经济增长的最大贡献者，中国科技创新为世界经济增长注入新动能，未来中国经济的稳定器和动力源作用更加凸显。,"The white paper says that China has always worked to stabilize, promote, reinvigorate, and been the greatest contributor to global economic growth through its technological innovation, role which will be ever more prominent in the future.",Tencent_Translation.1249,"The white paper points out that China is the main stabilizer and power source of world economic growth, China is the largest contributor to world economic growth, China's scientific and technological innovation injects new momentum into world economic growth, and the role of China's economic stabilizer and power source will become more prominent in the future.",-5.0,95,-2,-24,95.0,-5,-2
220,28,1541,白皮书指出，中国是世界经济增长的主要稳定器和动力源，中国是世界经济增长的最大贡献者，中国科技创新为世界经济增长注入新动能，未来中国经济的稳定器和动力源作用更加凸显。,"The white paper says that China has always worked to stabilize, promote, reinvigorate, and been the greatest contributor to global economic growth through its technological innovation, role which will be ever more prominent in the future.",OPPO.1422,The white paper pointed out that China is the main stabilizer and power source of world economic growth. China is the biggest contributor to world economic growth. China's scientific and technological innovation has injected new dynamic energy into world economic growth. The role of stabilizer and power source of China's economy will become more prominent in the future.,-3.666667,95,-2,-24,90.0,-1,-3
221,28,1541,白皮书指出，中国是世界经济增长的主要稳定器和动力源，中国是世界经济增长的最大贡献者，中国科技创新为世界经济增长注入新动能，未来中国经济的稳定器和动力源作用更加凸显。,"The white paper says that China has always worked to stabilize, promote, reinvigorate, and been the greatest contributor to global economic growth through its technological innovation, role which will be ever more prominent in the future.",THUNLP.1498,"The white paper pointed out that China is the main stabilizer and power source of world economic growth. China is the largest contributor to world economic growth. China's scientific and technological innovation has injected new momentum into world economic growth. In the future, the role of the stabilizer and power source of China's economy will become more prominent.",-3.333333,95,-2,-24,95.0,-4,-3
222,28,1541,白皮书指出，中国是世界经济增长的主要稳定器和动力源，中国是世界经济增长的最大贡献者，中国科技创新为世界经济增长注入新动能，未来中国经济的稳定器和动力源作用更加凸显。,"The white paper says that China has always worked to stabilize, promote, reinvigorate, and been the greatest contributor to global economic growth through its technological innovation, role which will be ever more prominent in the future.",DeepMind.381,"The white paper points out that China is the main stabilizer and power source of world economic growth. China is the largest contributor to world economic growth. China's scientific and technological innovation has injected new momentum into world economic growth, and the role of the stabilizer and power source of China's economy will become more prominent in the future.",-3.333333,95,-2,-19,95.0,0,-3
223,28,1541,白皮书指出，中国是世界经济增长的主要稳定器和动力源，中国是世界经济增长的最大贡献者，中国科技创新为世界经济增长注入新动能，未来中国经济的稳定器和动力源作用更加凸显。,"The white paper says that China has always worked to stabilize, promote, reinvigorate, and been the greatest contributor to global economic growth through its technological innovation, role which will be ever more prominent in the future.",DiDi_NLP.401,"The white paper points out that China is the main stabilizer and power source of world economic growth. China is the largest contributor to world economic growth. China's technological innovation injects new kinetic energy into world economic growth. In the future, the role of China's economic stabilizer and power source will become more prominent.",-8.666667,95,-2,-19,90.0,-3,-5
224,28,1541,白皮书指出，中国是世界经济增长的主要稳定器和动力源，中国是世界经济增长的最大贡献者，中国科技创新为世界经济增长注入新动能，未来中国经济的稳定器和动力源作用更加凸显。,"The white paper says that China has always worked to stabilize, promote, reinvigorate, and been the greatest contributor to global economic growth through its technological innovation, role which will be ever more prominent in the future.",Online-B.1605,The white paper pointed out that China is the main stabilizer and power source of world economic growth. China is the largest contributor to world economic growth. China's technological innovation injects new kinetic energy into the world economic growth. The role of the Chinese economy as a stabilizer and power source will become more prominent in the future.,-7.0,95,-2,-19,95.0,-3,-3
225,29,1838,2019年6月末，中长期外债占比较2019年3月末上升3个百分点，本币外债占比较2019年3月末上升1个百分点。,"At the end of June 2019, the proportion of medium and long-term foreign debt increased by 3 percent compared with the end of March 2019, and the proportion of local currency foreign debt increased by 1 percent compared with the end of March 2019.",Huoshan_Translate.919,"At the end of June 2019, the proportion of medium and long-term foreign debt increased by 3 percentage points compared with the end of March 2019, while the proportion of local currency foreign debt increased by 1 percentage point compared with the end of March 2019.",-2.7,95,-1,-8,90.0,-1,0
226,29,1838,2019年6月末，中长期外债占比较2019年3月末上升3个百分点，本币外债占比较2019年3月末上升1个百分点。,"At the end of June 2019, the proportion of medium and long-term foreign debt increased by 3 percent compared with the end of March 2019, and the proportion of local currency foreign debt increased by 1 percent compared with the end of March 2019.",WeChat_AI.1525,"At the end of June 2019, the proportion of medium- and long-term foreign debt increased by 3 percentage points compared to the end of March 2019, and the proportion of local currency foreign debt increased by 1 percentage point compared to the end of March 2019.",-2.666667,90,-1,-8,100.0,-1,-2
227,29,1838,2019年6月末，中长期外债占比较2019年3月末上升3个百分点，本币外债占比较2019年3月末上升1个百分点。,"At the end of June 2019, the proportion of medium and long-term foreign debt increased by 3 percent compared with the end of March 2019, and the proportion of local currency foreign debt increased by 1 percent compared with the end of March 2019.",Tencent_Translation.1249,"At the end of June 2019, the share of medium- and long-term foreign debt increased by 3 percentage points compared with the end of March 2019, and the share of local currency foreign debt increased by 1 percentage point compared with the end of March 2019.",-2.0,90,-1,-13,95.0,-1,-2
228,29,1838,2019年6月末，中长期外债占比较2019年3月末上升3个百分点，本币外债占比较2019年3月末上升1个百分点。,"At the end of June 2019, the proportion of medium and long-term foreign debt increased by 3 percent compared with the end of March 2019, and the proportion of local currency foreign debt increased by 1 percent compared with the end of March 2019.",OPPO.1422,"At the end of June 2019, the proportion of medium- and long-term foreign debt increased by 3 percentage points compared with the end of March 2019, while the share of local currency foreign debt increased by 1 percentage point compared with the end of March 2019.",-2.333333,90,-2,-8,90.0,-1,-2
229,29,1838,2019年6月末，中长期外债占比较2019年3月末上升3个百分点，本币外债占比较2019年3月末上升1个百分点。,"At the end of June 2019, the proportion of medium and long-term foreign debt increased by 3 percent compared with the end of March 2019, and the proportion of local currency foreign debt increased by 1 percent compared with the end of March 2019.",THUNLP.1498,"At the end of June 2019, the share of medium- and long-term foreign debt increased by 3 percentage points compared with the end of March 2019, and the share of local currency foreign debt increased by 1 percentage point compared with the end of March 2019.",-2.0,90,-1,-13,95.0,-1,-2
230,29,1838,2019年6月末，中长期外债占比较2019年3月末上升3个百分点，本币外债占比较2019年3月末上升1个百分点。,"At the end of June 2019, the proportion of medium and long-term foreign debt increased by 3 percent compared with the end of March 2019, and the proportion of local currency foreign debt increased by 1 percent compared with the end of March 2019.",DeepMind.381,"At the end of June 2019, the share of medium-and long-term foreign debt rose by 3 percentage points compared with the end of March 2019, and the share of local currency foreign debt rose by 1 percentage point compared with the end of March 2019.",-2.0,90,-2,-3,90.0,-1,-2
231,29,1838,2019年6月末，中长期外债占比较2019年3月末上升3个百分点，本币外债占比较2019年3月末上升1个百分点。,"At the end of June 2019, the proportion of medium and long-term foreign debt increased by 3 percent compared with the end of March 2019, and the proportion of local currency foreign debt increased by 1 percent compared with the end of March 2019.",DiDi_NLP.401,"At the end of June 2019, the share of medium- and long-term external debt rose by 3 percentage points from the end of March 2019, and the share of local currency external debt rose by 1 percentage point from the end of March 2019.",-2.0,90,-1,-14,95.0,-1,-3
232,29,1838,2019年6月末，中长期外债占比较2019年3月末上升3个百分点，本币外债占比较2019年3月末上升1个百分点。,"At the end of June 2019, the proportion of medium and long-term foreign debt increased by 3 percent compared with the end of March 2019, and the proportion of local currency foreign debt increased by 1 percent compared with the end of March 2019.",Online-B.1605,"At the end of June 2019, the share of medium- and long-term external debt rose by 3 percentage points from the end of March 2019, and the share of local currency external debt rose by 1 percentage point from the end of March 2019.",-2.0,90,-1,-14,100.0,-1,-3
233,30,1981,台商代表发言环节，来自广东的台商亚忆电子有限公司董事长许文堂介绍说，亚忆电子曾因订单骤减导致营运困难，集团从调结构、活化资产等多个面向着手改善经营状况。,"Hsü Wen T’ang, the representative of Taiwan businesses from Guangdong and the chairman of Yayi Electronics Co., Ltd., said that Yayi Electronics was once ailing due to sudden decline of orders, but the group improved their operating conditions by adjusting structures and activating assets.",Huoshan_Translate.919,"During the speech session of Taiwanese business representatives, Xu Wentang, chairman of Taiwanese business Yayi Electronics Co., Ltd., from Guangdong, said that Yayi Electronics had experienced operational difficulties due to a sharp drop in orders. The Group started to improve its operating conditions from various aspects such as restructuring and activating assets.",-8.666667,95,-2,-15,95.0,0,-18
234,30,1981,台商代表发言环节，来自广东的台商亚忆电子有限公司董事长许文堂介绍说，亚忆电子曾因订单骤减导致营运困难，集团从调结构、活化资产等多个面向着手改善经营状况。,"Hsü Wen T’ang, the representative of Taiwan businesses from Guangdong and the chairman of Yayi Electronics Co., Ltd., said that Yayi Electronics was once ailing due to sudden decline of orders, but the group improved their operating conditions by adjusting structures and activating assets.",WeChat_AI.1525,"During the speech of the representative of Taiwan businessmen, Xu Wentang, chairman of Taiwan businessman Yayi Electronics Co., Ltd., from Guangdong, introduced that Yayi Electronics had difficulties in operation due to the sharp decline in orders. The group began to improve its business situation from many aspects such as adjusting its structure and activating its assets.",-11.666667,95,-2,-15,92.0,-4,-20
235,30,1981,台商代表发言环节，来自广东的台商亚忆电子有限公司董事长许文堂介绍说，亚忆电子曾因订单骤减导致营运困难，集团从调结构、活化资产等多个面向着手改善经营状况。,"Hsü Wen T’ang, the representative of Taiwan businesses from Guangdong and the chairman of Yayi Electronics Co., Ltd., said that Yayi Electronics was once ailing due to sudden decline of orders, but the group improved their operating conditions by adjusting structures and activating assets.",Tencent_Translation.1249,"During the speech session of the representative of Taiwan businessmen, Xu Wentang, chairman of Taiwan Yayi Electronics Co. Ltd. from Guangdong, introduced that Yayi Electronics had caused operational difficulties due to the sharp decline in orders. The group began to improve its business situation from adjusting its structure and revitalizing its assets.",-12.0,95,-2,-14,90.0,-3,-13
236,30,1981,台商代表发言环节，来自广东的台商亚忆电子有限公司董事长许文堂介绍说，亚忆电子曾因订单骤减导致营运困难，集团从调结构、活化资产等多个面向着手改善经营状况。,"Hsü Wen T’ang, the representative of Taiwan businesses from Guangdong and the chairman of Yayi Electronics Co., Ltd., said that Yayi Electronics was once ailing due to sudden decline of orders, but the group improved their operating conditions by adjusting structures and activating assets.",OPPO.1422,"During the speech session of the representatives of Taiwan businessmen, Xu Wentang, Chairman of Taiwan Merchants Yayi Electronics Co., Ltd. From Guangdong, said that Yayi Electronics had experienced operational difficulties due to the sharp decline in orders. The Group started to improve its business situation from the aspects of restructuring and activating assets.",-12.0,95,-2,-15,93.0,-1,-24
237,30,1981,台商代表发言环节，来自广东的台商亚忆电子有限公司董事长许文堂介绍说，亚忆电子曾因订单骤减导致营运困难，集团从调结构、活化资产等多个面向着手改善经营状况。,"Hsü Wen T’ang, the representative of Taiwan businesses from Guangdong and the chairman of Yayi Electronics Co., Ltd., said that Yayi Electronics was once ailing due to sudden decline of orders, but the group improved their operating conditions by adjusting structures and activating assets.",THUNLP.1498,"During the speech session of the representative of Taiwan businessmen, Xu Wentang, chairman of Taiwan-based Yayi Electronics Co., Ltd., from Guangdong, introduced that Yayi Electronics had experienced operational difficulties due to the sharp decline in orders, and the group began to improve its business situation from various aspects such as adjusting its structure and activating its assets.",-7.0,95,-2,-14,95.0,-1,-16
238,30,1981,台商代表发言环节，来自广东的台商亚忆电子有限公司董事长许文堂介绍说，亚忆电子曾因订单骤减导致营运困难，集团从调结构、活化资产等多个面向着手改善经营状况。,"Hsü Wen T’ang, the representative of Taiwan businesses from Guangdong and the chairman of Yayi Electronics Co., Ltd., said that Yayi Electronics was once ailing due to sudden decline of orders, but the group improved their operating conditions by adjusting structures and activating assets.",DeepMind.381,"At the speech session of the representative of Taiwan businessmen, Xu Wentang, chairman of Taiwan businessman Yayi Electronics Co. Ltd. from Guangdong, introduced that Yayi Electronics had experienced operational difficulties due to the sharp decline in orders. The group began to improve its business situation from many aspects such as adjusting its structure and revitalizing its assets.",-12.333333,95,-2,-15,92.0,-2,-30
239,30,1981,台商代表发言环节，来自广东的台商亚忆电子有限公司董事长许文堂介绍说，亚忆电子曾因订单骤减导致营运困难，集团从调结构、活化资产等多个面向着手改善经营状况。,"Hsü Wen T’ang, the representative of Taiwan businesses from Guangdong and the chairman of Yayi Electronics Co., Ltd., said that Yayi Electronics was once ailing due to sudden decline of orders, but the group improved their operating conditions by adjusting structures and activating assets.",DiDi_NLP.401,"In the speech session of representatives of Taiwanese businessmen, Xu Wentang, chairman of Taiwanese businessman Yayi Electronics Co., Ltd. from Guangdong, said that Yayi Electronics had experienced operational difficulties due to a sudden drop in orders. The group started to improve its operating conditions from structural adjustment and asset activation.",-10.333333,95,-2,-15,95.0,-1,-18
240,30,1981,台商代表发言环节，来自广东的台商亚忆电子有限公司董事长许文堂介绍说，亚忆电子曾因订单骤减导致营运困难，集团从调结构、活化资产等多个面向着手改善经营状况。,"Hsü Wen T’ang, the representative of Taiwan businesses from Guangdong and the chairman of Yayi Electronics Co., Ltd., said that Yayi Electronics was once ailing due to sudden decline of orders, but the group improved their operating conditions by adjusting structures and activating assets.",Online-B.1605,"In a speech by a Taiwanese business representative, Xu Wentang, chairman of the Taiwanese businessman Yayi Electronics Co., Ltd. from Guangdong, said that Yayi Electronics had experienced operational difficulties due to a sudden reduction in orders. The Group started to improve its operating conditions from structural adjustment and asset activation.",-11.666667,90,-2,-15,90.0,0,-12
241,31,686,阮氏金银女士强调，越南党和国家将继续同老挝党和国家保持密切配合，继承和发挥双方所取得的合作成果，积极巩固和促进两国伟大友谊、特殊团结和全面合作日益向前发展。,"Ms. Nguyen Thi Kim Ngan also stressed that the parties and countries of Vietnam and Laos would continue to cooperate closely, inherit and leverage the cooperation results achieved by both parties, and actively consolidate and promote the development of the great friendship, special solidarity, and comprehensive cooperation between Vietnam and Laos.",Huoshan_Translate.919,"Ms. Nguyen Thi Jinyin stressed that the Vietnamese Party and country will continue to maintain close cooperation with the Lao Party and country, inherit and give full play to the results of cooperation achieved by the two sides, and actively consolidate and promote the development of the great friendship, special unity and all-round cooperation between the two countries.",-7.4,95,-2,-14,95.0,-2,-15
242,31,686,阮氏金银女士强调，越南党和国家将继续同老挝党和国家保持密切配合，继承和发挥双方所取得的合作成果，积极巩固和促进两国伟大友谊、特殊团结和全面合作日益向前发展。,"Ms. Nguyen Thi Kim Ngan also stressed that the parties and countries of Vietnam and Laos would continue to cooperate closely, inherit and leverage the cooperation results achieved by both parties, and actively consolidate and promote the development of the great friendship, special solidarity, and comprehensive cooperation between Vietnam and Laos.",WeChat_AI.1525,"Ms. Nguyen Jinyin stressed that the Vietnamese party and state will continue to maintain close cooperation with the Lao party and state, inherit and give full play to the achievements of cooperation between the two sides, and actively consolidate and promote the great friendship, special unity and all-round cooperation between the two countries.",-4.066667,90,-2,-19,90.0,-2,-15
243,31,686,阮氏金银女士强调，越南党和国家将继续同老挝党和国家保持密切配合，继承和发挥双方所取得的合作成果，积极巩固和促进两国伟大友谊、特殊团结和全面合作日益向前发展。,"Ms. Nguyen Thi Kim Ngan also stressed that the parties and countries of Vietnam and Laos would continue to cooperate closely, inherit and leverage the cooperation results achieved by both parties, and actively consolidate and promote the development of the great friendship, special solidarity, and comprehensive cooperation between Vietnam and Laos.",Tencent_Translation.1249,"Nguyen Thi gold silver stressed that the Communist Party of Vietnam and the State of Vietnam will continue to maintain close cooperation with the Party and the State of Laos, inherit and give full play to the achievements of cooperation between the two sides, and actively consolidate and promote the development of the great friendship, special unity and all-round cooperation between the two countries.",-7.733333,80,-10,-18,70.0,-5,-15
244,31,686,阮氏金银女士强调，越南党和国家将继续同老挝党和国家保持密切配合，继承和发挥双方所取得的合作成果，积极巩固和促进两国伟大友谊、特殊团结和全面合作日益向前发展。,"Ms. Nguyen Thi Kim Ngan also stressed that the parties and countries of Vietnam and Laos would continue to cooperate closely, inherit and leverage the cooperation results achieved by both parties, and actively consolidate and promote the development of the great friendship, special solidarity, and comprehensive cooperation between Vietnam and Laos.",OPPO.1422,"Ms. Nguyen Thi Kim Ngan stressed that the Party and the state of Vietnam will continue to maintain close cooperation with the Laos Party and the state, inherit and bring into play the achievements of cooperation between the two sides, and actively consolidate and promote the great friendship, special unity and all-round cooperation between the two countries.",-2.066667,90,-2,-14,95.0,-4,-5
245,31,686,阮氏金银女士强调，越南党和国家将继续同老挝党和国家保持密切配合，继承和发挥双方所取得的合作成果，积极巩固和促进两国伟大友谊、特殊团结和全面合作日益向前发展。,"Ms. Nguyen Thi Kim Ngan also stressed that the parties and countries of Vietnam and Laos would continue to cooperate closely, inherit and leverage the cooperation results achieved by both parties, and actively consolidate and promote the development of the great friendship, special solidarity, and comprehensive cooperation between Vietnam and Laos.",THUNLP.1498,"Ms Nguyen Thi Jinyin stressed that the Vietnamese party and country will continue to maintain close cooperation with the Lao party and country, inherit and give full play to the achievements of cooperation between the two sides, and actively consolidate and promote the great friendship, special unity and all-round cooperation between the two countries.",-4.433333,95,-2,-18,80.0,-2,-19
246,31,686,阮氏金银女士强调，越南党和国家将继续同老挝党和国家保持密切配合，继承和发挥双方所取得的合作成果，积极巩固和促进两国伟大友谊、特殊团结和全面合作日益向前发展。,"Ms. Nguyen Thi Kim Ngan also stressed that the parties and countries of Vietnam and Laos would continue to cooperate closely, inherit and leverage the cooperation results achieved by both parties, and actively consolidate and promote the development of the great friendship, special solidarity, and comprehensive cooperation between Vietnam and Laos.",DeepMind.381,"Ms. Nguyen Thi Ninh stressed that the Vietnamese Party and the country will continue to maintain close cooperation with the Lao Party and the country, inherit and give full play to the achievements of cooperation between the two sides, and actively consolidate and promote the great friendship, special solidarity and all-round cooperation between the two countries.",-2.733333,90,-2,-14,90.0,-8,-13
